Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
AUDI,A1,2016,990.0,Automatic,Petrol,99000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,100.0
AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,97.0
AUDI,A1,2018,1000.0,Automatic,Petrol,77000.0,Dehiwala-Mount-Lavinia,2025-01-23,No Leasing,USED,Available,Available,Available,Available,98.5
AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Negombo,2024-12-21,No Leasing,USED,Available,Available,Available,Available,107.0
AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Colombo,2024-12-21,No Leasing,USED,Available,Available,Available,Available,99.5
AUDI,A1,2018,1500.0,Automatic,Petrol,77000.0,Colombo,2024-12-16,No Leasing,USED,Available,Available,Available,Available,91.375
AUDI,A1,2017,1000.0,Automatic,Petrol,88000.0,Matara,2024-12-11,No Leasing,USED,Available,Available,Available,Available,104.0
AUDI,A1 RS,2016,1000.0,Automatic,Petrol,99000.0,Colombo,2025-01-19,No Leasing,USED,Available,Available,Available,Available,105.0
AUDI,A3,2018,1000.0,Automatic,Petrol,77000.0,Nugegoda,2025-02-05,No Leasing,USED,Available,Available,Available,Available,139.0
AUDI,A3,2018,1750.0,Automatic,Petrol,77000.0,Gampaha,2025-01-31,No Leasing,USED,Available,Available,Available,Available,139.0
AUDI,A3,2018,1000.0,Automatic,Petrol,77000.0,Anuradapura,2025-01-23,No Leasing,USED,Available,Available,Available,Available,139.0
AUDI,A3,2018,1000.0,Automatic,Petrol,77000.0,Kandy,2025-01-20,No Leasing,USED,Available,Available,Available,Available,139.0
AUDI,A3 S LINE,2018,1000.0,Automatic,Petrol,77000.0,Colombo,2025-01-19,No Leasing,USED,Available,Available,Available,Available,178.0
AUDI,A3 S LINE,2018,1000.0,Automatic,Petrol,77000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,178.0
AUDI,A3 S-LINE,2018,999.0,Automatic,Petrol,77000.0,Ambalangoda,2024-12-24,No Leasing,USED,Available,Available,Available,Available,145.0
AUDI,A3 SPORTBACK,2017,1000.0,Automatic,Petrol,88000.0,Battaramulla,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,125.0
AUDI,A3 SPORTBACK,2017,1000.0,Automatic,Petrol,88000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,142.5
AUDI,A3 SPORTBACK,2017,1000.0,Automatic,Petrol,88000.0,Battaramulla,2025-01-03,No Leasing,USED,Available,Available,Available,Available,165.0
AUDI,A3 TFSI,2018,1000.0,Automatic,Petrol,77000.0,Colombo,2025-01-16,No Leasing,USED,Available,Available,Available,Available,149.5
AUDI,A3 TFSI,2015,1899.0,Automatic,Petrol,110000.0,Nittambuwa,2024-12-10,No Leasing,USED,Available,Available,Available,Available,159.0
AUDI,A3 TFSI,2015,1500.0,Automatic,Petrol,110000.0,Nittambuwa,2024-12-09,No Leasing,USED,Available,Available,Available,Available,159.0
AUDI,A4,2001,1900.0,Manual,Diesel,264000.0,Piliyandala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,38.8
AUDI,A4,2010,1800.0,Automatic,Petrol,165000.0,Kotte,2025-02-03,No Leasing,USED,Available,Available,Available,Available,118.0
AUDI,A4,2019,1400.0,Automatic,Petrol,66000.0,Battaramulla,2025-01-29,No Leasing,USED,Available,Available,Available,Available,225.0
AUDI,A4,2011,2000.0,Automatic,Petrol,154000.0,Colombo,2025-01-18,Ongoing Lease,USED,Available,Available,Available,Available,125.0
AUDI,A4,2012,2000.0,Automatic,Diesel,143000.0,Kandana,2025-01-15,No Leasing,USED,Available,Available,Available,Available,169.0
AUDI,A4,1999,1900.0,Manual,Diesel,286000.0,Anuradapura,2025-01-09,No Leasing,USED,Available,Available,Available,Available,31.5
AUDI,A4,2003,1800.0,Automatic,Petrol,242000.0,Moratuwa,2025-01-06,No Leasing,USED,Available,Available,Available,Available,53.6
AUDI,A4,2011,2000.0,Automatic,Diesel,154000.0,Colombo,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Available,108.0
AUDI,A4,2012,1800.0,Automatic,Petrol,143000.0,Wattala,2025-01-21,No Leasing,USED,Available,Available,Available,Available,139.0
AUDI,A4,2016,2000.0,Automatic,Petrol,99000.0,Kiribathgoda,2025-01-21,No Leasing,USED,Available,Available,Available,Available,210.0
AUDI,A4,2011,2000.0,Automatic,Diesel,154000.0,Kegalle,2024-12-28,No Leasing,USED,Available,Available,Available,Available,116.5
AUDI,A4,2010,1800.0,Automatic,Petrol,165000.0,Gampaha,2024-12-26,No Leasing,USED,Available,Available,Available,Available,100.0
AUDI,A4,2012,1800.0,Automatic,Petrol,143000.0,Colombo,2024-12-22,No Leasing,USED,Available,Available,Available,Not_Available,145.0
AUDI,A4,2012,1800.0,Automatic,Petrol,143000.0,Homagama,2024-12-15,No Leasing,USED,Available,Available,Available,Available,155.0
AUDI,A4 1.9 TDI,2001,1900.0,Manual,Diesel,264000.0,Kotte,2025-01-16,No Leasing,USED,Available,Available,Available,Available,5.0
AUDI,A4 B8,2011,1800.0,Automatic,Petrol,154000.0,Weligama,2025-01-25,No Leasing,USED,Available,Available,Available,Available,112.0
AUDI,A4 RS4 CONVERSION,2012,1800.0,Automatic,Petrol,143000.0,Kegalle,2024-12-10,No Leasing,USED,Available,Available,Available,Available,140.0
AUDI,A4 S LINE,2016,1600.0,Automatic,Petrol,99000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,215.0
AUDI,A4 S LINE,2010,1800.0,Automatic,Petrol,165000.0,Galle,2025-01-10,No Leasing,USED,Available,Available,Available,Available,102.0
AUDI,A5,2018,1400.0,Automatic,Petrol,77000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,316.5
AUDI,A5,2014,2000.0,Automatic,Petrol,121000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,220.0
AUDI,A6,2011,2000.0,Automatic,Petrol,154000.0,Nugegoda,2025-02-03,No Leasing,USED,Available,Available,Available,Available,114.9
AUDI,A6,2013,2000.0,Automatic,Petrol,132000.0,Colombo,2025-02-01,No Leasing,USED,Available,Available,Available,Available,180.0
AUDI,A6,2012,2000.0,Automatic,Petrol,143000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,149.0
AUDI,A6,2013,2000.0,Automatic,Diesel,132000.0,Ratnapura,2025-01-05,No Leasing,USED,Available,Available,Available,Available,180.0
AUDI,A6,2001,1900.0,Manual,Diesel,264000.0,Hambantota,2025-01-27,No Leasing,USED,Available,Available,Available,Available,48.0
AUDI,A6,2013,2000.0,Automatic,Petrol,132000.0,Gampaha,2024-12-31,No Leasing,USED,Available,Available,Available,Available,180.0
AUDI,A6,2003,2000.0,Manual,Diesel,242000.0,Colombo,2024-12-27,No Leasing,USED,Available,Available,Available,Available,48.5
AUDI,A6 S LINE,2010,2000.0,Automatic,Petrol,165000.0,Dehiwala-Mount-Lavinia,2025-02-01,No Leasing,USED,Available,Available,Available,Available,117.5
AUDI,A6 S LINE,2016,1800.0,Automatic,Petrol,99000.0,Colombo,2025-01-12,No Leasing,USED,Available,Available,Available,Available,248.0
AUDI,A6 T1.8,2004,1800.0,Automatic,Petrol,231000.0,Nittambuwa,2025-01-03,No Leasing,USED,Available,Available,Available,Available,16.95
AUDI,A6 TFSI,2017,1800.0,Automatic,Petrol,88000.0,Moratuwa,2025-01-24,No Leasing,USED,Available,Available,Available,Available,256.5
AUDI,A8L,2013,3000.0,Automatic,Diesel,132000.0,Maharagama,2025-01-03,No Leasing,USED,Available,Available,Available,Available,25.0
AUDI,A8L,2013,3000.0,Automatic,Hybrid,132000.0,Colombo,2024-12-31,No Leasing,USED,Available,Available,Available,Available,25.0
AUDI,Q4,2024,1500.0,Automatic,Electric,11000.0,Gampola,2025-01-12,No Leasing,NEW,Available,Available,Available,Available,475.0
AUSTIN,CAMBRIDGE,1960,1500.0,Manual,Petrol,715000.0,Kuliyapitiya,2024-12-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.75
AUSTIN,COOPER S,1998,1300.0,Automatic,Petrol,297000.0,Colombo,2024-12-08,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5
AUSTIN,MINI,1960,1300.0,Automatic,Petrol,715000.0,Colombo,2024-12-29,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,25.0
AUSTIN,MINI COOPER,1980,1300.0,Manual,Petrol,495000.0,Minuwangoda,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
AUSTIN,MINI COOPER,1969,1300.0,Automatic,Petrol,616000.0,Matara,2025-02-03,No Leasing,USED,Available,Available,Available,Available,24.9
AUSTIN,MINI COOPER,1969,1300.0,Manual,Petrol,616000.0,Gampaha,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Not_Available,20.5
AUSTIN,MINI COOPER,1997,1300.0,Automatic,Petrol,308000.0,Kadawatha,2025-01-15,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30.0
AUSTIN,MINI COOPER,1995,1300.0,Manual,Petrol,330000.0,Horana,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,26.5
AUSTIN,MINI COOPER,1960,1300.0,Manual,Petrol,715000.0,Mawanella,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,22.95
AUSTIN,MINI COOPER,1969,1275.0,Manual,Petrol,616000.0,Ambalangoda,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.0
AUSTIN,MINI COOPER,1980,1300.0,Manual,Petrol,495000.0,Kandy,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.0
AUSTIN,MINI COOPER,1997,1300.0,Automatic,Petrol,308000.0,Kaduwela,2025-01-19,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30.0
AUSTIN,MINI COOPER,1997,1300.0,Automatic,Petrol,308000.0,Kadawatha,2025-01-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.0
AUSTIN,MINI COOPER,1980,1000.0,Manual,Petrol,495000.0,Gampaha,2024-12-23,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
AUSTIN,MINI COOPER,1970,1300.0,Manual,Petrol,605000.0,Kandy,2024-12-11,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,25.25
AUSTIN,MINI COOPER,1969,1300.0,Automatic,Petrol,616000.0,Matara,2024-12-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.5
AUSTIN,MORRIS MINI COOPER,1961,1275.0,Manual,Petrol,704000.0,Kandy,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,38.0
BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Kurunegala,2025-02-04,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.75
BAJAJ,QUTE,2018,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
BAJAJ,QUTE,2018,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Available,Available,Available,Not_Available,10.5
BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Colombo,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.78125
BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Galle,2024-12-15,No Leasing,USED,Not_Available,Not_Available,Available,Not_Available,12.25
BAJAJ,QUTE,2019,1500.0,Manual,Petrol,66000.0,Mullaitivu,2024-12-11,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
BMW,116I,2013,1600.0,Automatic,Petrol,132000.0,Colombo,2025-02-02,No Leasing,USED,Available,Available,Available,Available,160.0
BMW,316I,2014,1600.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,2025-01-25,No Leasing,USED,Available,Available,Available,Available,169.0
BMW,316I E30,1990,1600.0,Manual,Petrol,385000.0,Kuliyapitiya,2025-01-23,No Leasing,USED,Available,Available,Available,Available,39.0
BMW,316I SPORTS,2015,1600.0,Automatic,Petrol,110000.0,Kottawa,2025-01-23,No Leasing,USED,Available,Available,Available,Available,178.0
BMW,318I,2017,1500.0,Automatic,Petrol,88000.0,Colombo,2025-02-04,No Leasing,USED,Available,Not_Available,Available,Available,220.0
BMW,318I,2016,1500.0,Automatic,Petrol,99000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,205.0
BMW,318I,2018,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-27,No Leasing,USED,Available,Available,Available,Available,271.25
BMW,318I,2016,1500.0,Automatic,Petrol,99000.0,Kandana,2025-01-03,No Leasing,USED,Available,Available,Available,Available,210.0
BMW,318I LUXURY LINE,2018,1500.0,Automatic,Petrol,77000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,218.75
BMW,318I M SPORT,2018,1499.0,Automatic,Petrol,77000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,250.0
BMW,318I M SPORT,2018,1500.0,Automatic,Petrol,77000.0,Kesbewa,2025-01-20,No Leasing,USED,Available,Available,Available,Available,250.0
BMW,318I M SPORT AUSTRALIAN,2018,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,280.0
BMW,318I M SPORT SHADOW,2018,1500.0,Automatic,Petrol,77000.0,Boralesgamuwa,2025-02-02,No Leasing,USED,Available,Available,Available,Available,275.0
BMW,318I MSPORT,2017,1500.0,Automatic,Petrol,88000.0,Negombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,225.0
BMW,318I SHADOW EDITION,2018,1500.0,Automatic,Petrol,77000.0,Moratuwa,2024-12-14,No Leasing,USED,Available,Available,Available,Available,280.0
BMW,320D,2011,2000.0,Automatic,Diesel,154000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,295.75
BMW,320D,2000,2000.0,Manual,Diesel,275000.0,Kelaniya,2025-01-27,No Leasing,USED,Available,Available,Available,Available,54.5
BMW,320D,2011,2000.0,Automatic,Diesel,154000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Available,Available,Available,119.5
BMW,320D,2013,2000.0,Automatic,Diesel,132000.0,Kurunegala,2025-01-20,No Leasing,USED,Available,Available,Available,Available,190.0
BMW,320D,2013,2000.0,Automatic,Diesel,132000.0,Colombo,2024-12-22,No Leasing,USED,Available,Available,Available,Available,180.0
BMW,320D SPORTS,2013,2000.0,Automatic,Diesel,132000.0,Kandy,2025-02-05,No Leasing,USED,Available,Available,Available,Available,179.0
BMW,320I,2007,1990.0,Automatic,Petrol,198000.0,Gampaha,2025-01-14,No Leasing,USED,Available,Available,Available,Available,115.0
BMW,320I,2007,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Available,Available,Available,115.0
BMW,320I,2007,2000.0,Automatic,Petrol,198000.0,Galle,2024-12-15,No Leasing,USED,Available,Available,Available,Available,115.0
BMW,320I E90,2007,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-29,No Leasing,USED,Available,Available,Available,Available,115.0
BMW,320I E90,2007,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-26,No Leasing,USED,Available,Available,Available,Available,115.0
BMW,320I E90,2010,1997.0,Automatic,Petrol,165000.0,Gampaha,2025-01-03,No Leasing,USED,Available,Available,Available,Available,123.125
BMW,320I E90,2006,2000.0,Manual,Petrol,209000.0,Colombo,2024-12-19,No Leasing,USED,Available,Available,Available,Available,116.0
BMW,420D,2015,2000.0,Automatic,Diesel,110000.0,Colombo,2025-01-29,No Leasing,USED,Available,Available,Available,Available,350.0
BMW,430I GRAN COUPE,2017,2000.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,2025-02-03,No Leasing,USED,Available,Available,Available,Available,450.0
BMW,520,2012,2000.0,Automatic,Diesel,143000.0,Wennappuwa,2025-01-10,No Leasing,USED,Available,Available,Available,Available,228.0
BMW,520D,2012,1995.0,Automatic,Diesel,143000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,245.0
BMW,520D,2012,1995.0,Automatic,Diesel,143000.0,Anuradapura,2025-02-05,No Leasing,USED,Available,Available,Available,Available,220.0
BMW,520D,2012,2000.0,Automatic,Diesel,143000.0,Kuliyapitiya,2025-02-02,No Leasing,USED,Available,Available,Available,Available,212.0
BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Dehiwala-Mount-Lavinia,2025-02-02,No Leasing,USED,Available,Available,Available,Available,264.0
BMW,520D,2012,1995.0,Automatic,Diesel,143000.0,Malabe,2025-01-31,No Leasing,USED,Available,Available,Available,Available,225.0
BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Colombo,2025-01-28,No Leasing,USED,Available,Available,Available,Available,264.0
BMW,520D,2015,2000.0,Automatic,Diesel,110000.0,Colombo,2025-01-24,No Leasing,USED,Available,Available,Available,Available,330.0
BMW,520D,2012,2000.0,Automatic,Diesel,143000.0,Wattala,2025-01-24,No Leasing,USED,Available,Available,Available,Available,198.0
BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Battaramulla,2025-01-05,No Leasing,USED,Available,Available,Available,Available,258.0
BMW,520D,2012,2000.0,Automatic,Diesel,143000.0,Matara,2024-12-25,No Leasing,USED,Available,Available,Available,Available,220.0
BMW,520D,2013,2000.0,Automatic,Diesel,132000.0,Galle,2024-12-18,Ongoing Lease,USED,Available,Available,Available,Available,270.0
BMW,520D 3 OPTION,2013,2000.0,Automatic,Diesel,132000.0,Colombo,2025-01-09,No Leasing,USED,Available,Available,Available,Available,238.0
BMW,520D M SPORT,2015,2000.0,Automatic,Diesel,110000.0,Kandy,2025-01-30,No Leasing,USED,Available,Available,Available,Available,360.0
BMW,520D MSPORT,2012,1995.0,Automatic,Diesel,143000.0,Dankotuwa,2025-02-03,No Leasing,USED,Available,Available,Available,Available,218.00002
BMW,520I,2005,2000.0,Automatic,Petrol,220000.0,Kottawa,2025-01-29,No Leasing,USED,Available,Available,Available,Available,100.0
BMW,520I,2011,2000.0,Automatic,Petrol,154000.0,Welisara,2025-01-17,No Leasing,USED,Available,Available,Available,Available,178.0
BMW,520I,2011,2000.0,Automatic,Petrol,154000.0,Kegalle,2024-12-07,No Leasing,USED,Available,Available,Available,Available,175.0
BMW,525 E,1974,2000.0,Manual,Diesel,561000.0,Panadura,2024-12-17,No Leasing,USED,Available,Available,Available,Not_Available,14.5
BMW,530E,2017,1990.0,Automatic,Hybrid,88000.0,Colombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530E,2017,1500.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,2025-02-04,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530E,2017,2000.0,Automatic,Petrol,88000.0,Colombo,2025-01-26,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530E,2017,1500.0,Automatic,Petrol,88000.0,Kandy,2025-01-21,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530I M SPORT,2017,2200.0,Automatic,Petrol,88000.0,Colombo,2024-12-07,No Leasing,USED,Available,Not_Available,Available,Available,460.0
BMW,535I,2011,3000.0,Automatic,Petrol,154000.0,Colombo,2025-01-29,No Leasing,USED,Available,Available,Available,Available,185.0
BMW,730 LI,2006,3000.0,Automatic,Petrol,209000.0,Kandy,2025-01-21,No Leasing,USED,Available,Available,Available,Available,175.0
BMW,730IL,2011,3000.0,Automatic,Petrol,154000.0,Colombo,2024-12-04,No Leasing,USED,Available,Available,Available,Available,275.0
BMW,730L ACTIVEHYBRID 7,2014,3000.0,Automatic,Hybrid,121000.0,Colombo,2025-01-18,No Leasing,USED,Available,Available,Available,Available,285.0
BMW,740LE M SPORT,2016,2000.0,Automatic,Petrol,99000.0,Matale,2025-01-16,No Leasing,USED,Available,Available,Available,Available,575.0
BMW,DE90,2011,2000.0,Automatic,Diesel,154000.0,Homagama,2025-01-28,No Leasing,USED,Available,Available,Available,Available,127.0
BMW,E 30,1988,1800.0,Manual,Petrol,407000.0,Polonnaruwa,2025-02-03,No Leasing,USED,Available,Available,Available,Available,28.5
BMW,E 36 318I,1993,1800.0,Manual,Petrol,352000.0,Hambantota,2025-01-23,Ongoing Lease,USED,Available,Available,Available,Available,45.0
BMW,E30 316I,1991,1590.0,Manual,Petrol,374000.0,Horana,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.0
BMW,E34,1990,1796.0,Manual,Petrol,385000.0,Gampaha,2024-12-10,No Leasing,USED,Available,Available,Available,Available,29.5
BMW,E39,2002,2500.0,Automatic,Petrol,253000.0,Colombo,2025-02-01,No Leasing,USED,Available,Available,Available,Available,85.0
BMW,E46 318I,2002,1980.0,Manual,Petrol,253000.0,Kandy,2025-01-23,No Leasing,USED,Available,Available,Available,Available,65.0
BMW,E46 320D,2000,2500.0,Manual,Diesel,275000.0,Homagama,2025-01-31,No Leasing,USED,Available,Available,Available,Available,62.5
BMW,E60 530I,2004,3000.0,Automatic,Petrol,231000.0,Dehiwala-Mount-Lavinia,2024-12-05,No Leasing,USED,Available,Available,Available,Available,95.0
BMW,G30 530I,2017,2000.0,Automatic,Petrol,88000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,380.0
BMW,I3 REX,2016,650.0,Automatic,Hybrid,99000.0,Piliyandala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,167.0
BMW,I3 REX,2016,650.0,Automatic,Hybrid,99000.0,Piliyandala,2025-01-04,No Leasing,USED,Available,Available,Available,Available,167.0
BMW,I8 COUPE,2018,2990.0,Automatic,Hybrid,77000.0,Kurunegala,2025-02-02,No Leasing,USED,Available,Available,Available,Available,349.0
BMW,LUXURY LINE,2017,1500.0,Automatic,Petrol,88000.0,Colombo,2024-12-20,No Leasing,USED,Available,Available,Available,Available,225.0
BMW,M SPORT,2018,2000.0,Automatic,Petrol,77000.0,Moratuwa,2025-01-14,No Leasing,USED,Available,Available,Available,Available,425.0
BMW,M2351,2014,3000.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,2024-12-21,No Leasing,USED,Available,Available,Not_Available,Available,355.0
BMW,M5 4400,2012,4400.0,Automatic,Petrol,143000.0,Colombo,2025-01-17,No Leasing,USED,Available,Available,Available,Available,350.0
BMW,MINI COOPER,2020,1200.0,Automatic,Petrol,55000.0,Colombo,2025-01-05,No Leasing,USED,Available,Available,Available,Available,149.5
BMW,MINI COOPER S,2007,1590.0,Automatic,Petrol,198000.0,Wattala,2024-12-17,No Leasing,USED,Available,Available,Available,Available,89.5
BMW,MINI COORPER,2015,1600.0,Manual,Petrol,110000.0,Mawanella,2025-02-03,No Leasing,USED,Available,Available,Available,Available,105.0
BYD,SEAL,2024,1500.0,Automatic,Electric,11000.0,Dehiwala-Mount-Lavinia,2025-02-05,No Leasing,NEW,Available,Available,Available,Available,394.5
CHERY,CHERY,2015,1000.0,Manual,Petrol,110000.0,Chilaw,2025-01-30,No Leasing,USED,Available,Available,Available,Available,31.5
CHERY,QQ,2009,800.0,Manual,Petrol,176000.0,Anuradapura,2025-02-05,No Leasing,USED,Not_Available,Available,Available,Available,12.75
CHERY,QQ,2006,812.0,Automatic,Petrol,209000.0,Homagama,2025-02-05,No Leasing,USED,Available,Available,Available,Available,11.3
CHERY,QQ,2011,798.0,Manual,Petrol,154000.0,Nittambuwa,2025-02-05,Ongoing Lease,USED,Available,Available,Available,Available,12.0375
CHERY,QQ,2010,812.0,Automatic,Petrol,165000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.375
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kurunegala,2025-02-05,No Leasing,USED,Available,Available,Available,Available,11.3
CHERY,QQ,2007,812.0,Manual,Petrol,198000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,12.6
CHERY,QQ,2007,812.0,Manual,Petrol,198000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,13.65
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Gampaha,2025-02-03,No Leasing,USED,Available,Available,Available,Available,12.25
CHERY,QQ,2011,812.0,Manual,Petrol,154000.0,Malabe,2025-02-03,No Leasing,USED,Available,Available,Available,Available,14.9
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Anuradapura,2025-02-01,No Leasing,USED,Not_Available,Available,Available,Available,13.2
CHERY,QQ,2006,798.0,Manual,Petrol,209000.0,Kurunegala,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,11.3
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Galle,2025-02-01,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.5
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kandy,2025-01-31,Ongoing Lease,USED,Available,Available,Available,Available,8.575000000000001
CHERY,QQ,2011,800.0,Manual,Petrol,154000.0,Kaduwela,2025-01-29,No Leasing,USED,Available,Available,Not_Available,Available,15.5
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kalutara,2025-01-17,No Leasing,USED,Not_Available,Available,Not_Available,Available,11.75
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Galle,2025-01-14,No Leasing,USED,Available,Available,Available,Available,11.0
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Badulla,2025-01-07,No Leasing,USED,Available,Available,Available,Available,14.0
CHERY,QQ,2008,800.0,Manual,Petrol,187000.0,Ampara,2025-01-07,No Leasing,USED,Available,Available,Available,Available,14.5
CHERY,QQ,2012,800.0,Manual,Petrol,143000.0,Kurunegala,2025-01-07,No Leasing,USED,Available,Available,Available,Available,15.75
CHERY,QQ,2008,800.0,Automatic,Petrol,187000.0,Horana,2025-01-27,Ongoing Lease,USED,Available,Available,Available,Available,14.5
CHERY,QQ,2011,800.0,Manual,Petrol,154000.0,Moratuwa,2025-01-25,No Leasing,USED,Available,Available,Available,Available,8.575000000000001
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Polonnaruwa,2025-01-20,No Leasing,USED,Available,Available,Available,Available,16.75
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Gampaha,2025-01-19,No Leasing,USED,Available,Available,Available,Available,12.25
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Minuwangoda,2025-01-19,No Leasing,USED,Available,Available,Available,Available,12.5
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Dompe,2025-01-05,No Leasing,USED,Available,Available,Available,Available,12.85
CHERY,QQ,2008,798.0,Manual,Petrol,187000.0,Boralesgamuwa,2025-01-05,No Leasing,USED,Not_Available,Available,Available,Available,18.375
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Hatton,2024-12-26,No Leasing,USED,Available,Available,Available,Available,12.6
CHERY,QQ,2012,800.0,Manual,Petrol,143000.0,Gampaha,2024-12-21,No Leasing,USED,Available,Available,Available,Available,14.2
CHERY,QQ,2006,812.0,Manual,Petrol,209000.0,Mirigama,2024-12-21,No Leasing,USED,Available,Available,Available,Available,12.25
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Kandy,2024-12-21,No Leasing,USED,Available,Available,Available,Available,13.48
CHERY,QQ,2017,800.0,Manual,Petrol,88000.0,Kadawatha,2024-12-21,No Leasing,USED,Available,Available,Available,Available,17.95
